acc_chest_x,acc_chest_y,acc_chest_z,activity_name
-7.1404,0.45532,1.8726,Walking
-6.6695,0.13961,1.5915,Walking
-6.3274,-0.29912,1.3626,Walking
-6.3177,-0.27874,1.3539,Walking
-6.5168,0.084162,1.2286,Walking
-6.9272,0.40006,1.5518,Walking
-7.174,0.61688,1.845,Walking
-7.5425,0.86287,2.1303,Walking
-8.1414,1.5145,2.0205,Walking
-9.0602,1.4931,2.2396,Walking
-10.131,0.99459,2.5316,Walking
-12.38,0.31645,3.4495,Walking
-13.84,0.57288,3.62,Walking
-13.074,1.6879,1.973,Walking
-11.822,2.7055,2.4751,Walking
-11.289,2.3086,3.3025,Walking
-11.773,0.26649,2.9924,Walking
-14.179,0.36325,1.0116,Walking
-12.247,0.23969,0.14789,Walking
-9.8344,1.3184,-1.2708,Walking
-7.7024,0.26965,-2.3442,Walking
-8.8785,-1.0256,-1.2712,Walking
-10.63,-1.8154,-0.80549,Walking
-10.768,-0.98642,-0.0045676,Walking
-9.8988,-0.0077565,-0.032277,Walking
-10.022,1.0889,0.27695,Walking
-9.6948,0.90118,1.1969,Walking
-8.859,0.5252,1.2473,Walking
-7.7743,0.33188,1.4614,Walking
-7.1756,0.193,1.8068,Walking
-6.7692,0.07512,1.8804,Walking
-6.4972,-0.39196,1.3858,Walking
-6.1549,0.16767,1.3204,Walking
-6.6436,0.3641,1.3907,Walking
-7.5058,0.039167,1.7088,Walking
-8.2295,-0.14015,1.7453,Walking
-8.958,-0.58727,2.2945,Walking
-9.4897,-0.2605,2.4187,Walking
-10.057,-0.20046,1.9083,Walking
-11.664,0.37911,2.9499,Walking
-12.856,0.38413,3.2767,Walking
-12.862,-0.34465,3.4216,Walking
-12.021,-1.4848,3.1295,Walking
-10.85,-1.4565,3.49,Walking
-11.943,0.68203,2.6824,Walking
-14.752,1.2378,1.8693,Walking
-13.618,0.61452,0.68689,Walking
-10.948,0.4337,-1.7925,Walking
-9.7866,0.94527,-1.2833,Walking
-9.1634,1.6055,-0.013402,Walking
-9.5748,2.4791,0.086281,Walking
-9.5873,1.5863,0.46908,Walking
-9.8223,-0.29997,-0.026998,Walking
-9.5766,-1.4751,0.56198,Walking
-8.4616,-1.1629,0.7585,Walking
-7.515,-0.5123,1.2907,Walking
-6.6533,-0.16088,1.3539,Walking
-6.2682,-0.22431,1.0114,Walking
-6.2659,0.16467,1.5096,Walking
-6.1261,-0.25842,0.52411,Walking
-6.7152,-0.096531,0.91763,Walking
-7.4256,0.57453,0.77802,Walking
-8.357,0.67928,1.4927,Walking
-9.7974,0.47566,2.2323,Walking
-10.55,1.2496,2.8704,Walking
-10.14,1.928,3.1209,Walking
-10.992,2.1148,3.7903,Walking
-12.572,1.8354,3.8915,Walking
-13.32,2.8891,2.8179,Walking
-12.687,3.5202,2.9695,Walking
-12.049,2.4388,3.6721,Walking
-13.996,-0.69964,3.4423,Walking
-14.29,-1.1348,1.2137,Walking
-11.69,0.13541,-0.98781,Walking
-9.2816,1.4544,-2.1954,Walking
-9.3702,-0.1775,-1.7212,Walking
-10.687,-1.489,-0.17611,Walking
-10.85,-1.9349,-0.18467,Walking
-10.342,-0.070002,-0.31156,Walking
-9.7859,1.4171,0.022273,Walking
-9.2376,2.2847,0.6793,Walking
-8.3279,1.7481,0.70469,Walking
-7.0499,0.97807,1.2038,Walking
-6.8816,0.13876,1.4651,Walking
-6.2251,-0.36254,1.7463,Walking
-5.6629,-0.18767,0.98311,Walking
-5.2248,0.12892,1.0748,Walking
-5.8708,0.61077,1.7392,Walking
-6.916,-0.15762,1.7753,Walking
-8.4666,-0.4067,1.9002,Walking
-9.8303,-0.40435,2.3215,Walking
-10.447,0.12678,2.1272,Walking
-11.048,0.3983,2.6569,Walking
-12.428,0.69536,3.8942,Walking
-13.646,-0.0050577,4.0311,Walking
-13.242,-0.52832,4.2367,Walking
-12.243,-0.47713,4.1571,Walking
-11.121,0.0002018,3.0,Walking
-13.436,0.58922,1.3793,Walking
-13.974,0.21822,1.5775,Walking
-11.457,0.13395,-1.6195,Walking
-8.9391,-0.015398,-2.3488,Walking
-8.2775,0.74254,-2.7332,Walking
-9.1593,1.9068,-1.86,Walking
-10.496,2.0957,0.13598,Walking
-10.573,0.34325,-0.45332,Walking
-10.204,-0.89785,-0.21765,Walking
-9.3673,-0.82505,0.40996,Walking
-8.8492,0.035837,1.7085,Walking
-8.3463,0.14105,1.7916,Walking
-6.9365,-0.14542,1.5448,Walking
-6.516,-0.4609,1.1901,Walking
-6.3365,-0.34883,1.2739,Walking
-5.9406,-0.44579,1.2651,Walking
-5.6235,-0.6451,1.3104,Walking
-6.3017,-0.57313,1.5168,Walking
-7.1701,0.93166,1.6838,Walking
-8.3749,2.079,1.9029,Walking
-8.9976,2.4049,2.027,Walking
-9.5585,2.6733,1.9038,Walking
-10.416,2.1349,2.3606,Walking
-11.581,1.7987,2.4882,Walking
-13.133,1.6179,2.8509,Walking
-12.225,3.1661,3.485,Walking
-11.536,4.5559,3.5785,Walking
-10.678,1.5997,3.0913,Walking
-13.191,-0.023843,2.3242,Walking
-14.448,0.17848,2.0476,Walking
-12.27,1.3665,-0.43491,Walking
-9.5637,1.9205,-1.6166,Walking
-9.1917,-0.0096183,-2.1693,Walking
-10.248,-2.242,-0.19125,Walking
-11.057,-2.1879,0.66624,Walking
-10.715,-0.60009,0.80915,Walking
-10.032,0.58076,0.57858,Walking
-9.1862,1.2289,0.24744,Walking
-8.2782,1.2844,0.65244,Walking
-7.0096,0.98405,0.64646,Walking
-6.1855,0.18167,0.90056,Walking
-5.9757,-0.2072,1.6129,Walking
-6.0202,0.0023929,1.8213,Walking
-6.4501,-0.22035,1.4433,Walking
-6.9345,-0.24464,1.3675,Walking
-7.2299,-0.11976,1.7155,Walking
-8.4719,-0.64885,1.8679,Walking
-9.4416,-0.64961,1.9836,Walking
-10.255,0.099272,2.0405,Walking
-10.602,-0.1996,2.2873,Walking
-11.416,0.57397,3.9148,Walking
-12.585,0.97185,4.3717,Walking
-12.377,0.15123,3.8136,Walking
-11.827,-0.57116,3.8749,Walking
-10.635,-0.56041,3.9917,Walking
-12.626,0.50963,2.0669,Walking
-15.34,1.329,2.267,Walking
-12.591,0.78415,0.91268,Walking
-9.5594,0.69734,-0.50566,Walking
-8.8319,1.6961,-0.6684,Walking
-9.5609,2.2876,0.05852,Walking
-10.747,1.9737,0.97763,Walking
-10.653,0.81666,0.61034,Walking
-10.415,-0.45139,0.38043,Walking
-9.5546,-0.55444,1.4448,Walking
-8.4198,-0.22058,1.517,Walking
-7.2603,-0.62276,1.4808,Walking
-6.6679,-0.44413,1.3811,Walking
-6.4526,-0.098324,1.3596,Walking
-6.0599,-0.033008,1.2812,Walking
-6.0883,0.37312,1.0441,Walking
-6.7354,0.40744,1.0051,Walking
-6.8632,0.73762,1.1927,Walking
-7.7367,0.97709,1.6248,Walking
-8.7057,1.9492,2.4386,Walking
-9.8474,1.4612,2.6157,Walking
-10.509,1.183,2.5065,Walking
-11.65,0.68327,2.851,Walking
-12.593,0.85551,2.8665,Walking
-12.358,2.2332,2.7063,Walking
-11.487,2.6364,3.6583,Walking
-10.78,1.6291,4.0835,Walking
-13.968,-2.5985,3.4609,Walking
-15.362,-1.0883,0.53364,Walking
-12.417,0.66395,-1.035,Walking
-9.4881,1.6777,-2.5122,Walking
-9.0348,-0.27938,-1.2988,Walking
-10.331,-1.6082,-0.018421,Walking
-11.63,-1.3319,0.34329,Walking
-11.505,0.0018438,0.43174,Walking
-10.625,1.4517,0.77276,Walking
-9.773,1.2748,1.1358,Walking
-8.3079,0.74726,0.8041,Walking
-7.0244,0.7132,1.4537,Walking
-6.6336,0.3683,1.991,Walking
-6.394,0.0039128,2.3056,Walking
-5.8986,0.48802,1.865,Walking
-5.154,0.12553,1.485,Walking
-5.2913,0.42565,1.6383,Walking
-6.3416,-0.091645,1.8128,Walking
-7.9579,-0.084143,2.4766,Walking
-8.9957,-0.71969,2.3668,Walking
-10.068,-0.64031,2.4476,Walking
-10.691,0.19036,2.5961,Walking
-12.087,0.80074,3.7984,Walking
-12.944,0.7495,4.0253,Walking
-12.051,-0.45714,4.3694,Walking
-11.885,-1.1927,4.3558,Walking
-12.656,-0.052866,2.7321,Walking
-15.858,0.47903,1.8957,Walking
-15.755,-0.12051,0.33652,Walking
-11.189,-0.14322,-0.90763,Walking
-8.5483,1.1523,-1.5594,Walking
-7.9097,3.0594,-1.7247,Walking
-8.5542,3.4683,0.1753,Walking
-9.926,1.3505,0.47944,Walking
-9.7113,-0.29287,0.38417,Walking
-9.6556,-0.55345,0.2344,Walking
-9.8249,0.33579,1.0407,Walking
-9.0107,0.031914,0.92919,Walking
-8.1145,0.16744,1.4045,Walking
-8.0367,-0.185,1.3728,Walking
-7.9052,0.31102,1.3964,Walking
-7.1815,-0.014989,1.3881,Walking
-7.0807,0.50039,1.4661,Walking
-6.5525,0.35155,1.7264,Walking
-6.4722,0.37685,1.2971,Walking
-6.4279,0.68962,1.3779,Walking
-7.2564,1.2033,1.7083,Walking
-8.8767,1.412,2.4534,Walking
-10.656,1.4822,2.7439,Walking
-11.659,1.1541,2.2197,Walking
-12.368,1.245,2.5226,Walking
-13.348,1.7533,2.2315,Walking
-12.768,2.0205,2.3503,Walking
-11.491,2.3289,3.0938,Walking
-11.67,0.65364,2.7641,Walking
-14.473,0.42275,1.838,Walking
-11.981,0.55194,0.50231,Walking
-9.496,1.062,-1.557,Walking
-8.9059,-0.16161,-1.8356,Walking
-9.3563,-0.87266,-0.87854,Walking
-10.601,-1.7673,-0.538,Walking
-11.127,-1.2505,-0.21781,Walking
-11.691,0.20908,-0.27592,Walking
-10.51,1.2738,0.49359,Walking
-9.4902,1.7846,0.93956,Walking
-7.9857,1.8081,1.0996,Walking
-6.9848,1.2609,1.2714,Walking
-6.1445,1.1662,1.4734,Walking
-5.8683,0.98956,1.2364,Walking
-5.5682,1.1372,0.91288,Walking
-6.0889,0.91041,0.85036,Walking
-7.2349,-0.37789,1.2607,Walking
-8.0288,-1.083,2.292,Walking
-8.8521,-1.3341,2.3326,Walking
-9.4906,-0.72368,2.2717,Walking
-10.248,-0.24988,2.6196,Walking
-11.69,0.13234,3.3593,Walking
-12.425,0.051086,3.6783,Walking
-12.324,0.059451,3.9527,Walking
-11.732,-0.74956,3.6273,Walking
-10.498,-0.83667,3.4721,Walking
-10.514,0.42424,3.6277,Walking
-14.872,1.189,0.57017,Walking
-13.357,-0.30922,0.39322,Walking
-10.89,-0.44141,-2.1029,Walking
-8.613,-0.15595,-2.1088,Walking
-8.9807,2.066,-1.4351,Walking
-9.6891,2.6385,0.19536,Walking
-10.582,1.3429,0.58402,Walking
-10.685,-0.58055,-0.10488,Walking
-9.99,-1.5119,0.80077,Walking
-8.7527,-0.74711,1.3117,Walking
-8.1287,0.37649,1.697,Walking
-7.0702,0.48105,1.3907,Walking
-6.6932,0.31515,1.1863,Walking
-6.4182,-0.30434,0.78314,Walking
-6.6016,0.28053,0.69893,Walking
-7.1065,0.78071,0.68079,Walking
-7.4732,0.93494,1.0526,Walking
-7.6535,1.3615,1.6489,Walking
-8.1129,1.6028,2.3127,Walking
-8.9429,1.1858,2.7804,Walking
-9.897,0.91156,2.9873,Walking
-11.045,0.72853,2.9708,Walking
-12.248,0.77433,3.2486,Walking
-12.859,1.0242,2.9027,Walking
-12.313,2.5013,3.2146,Walking
-11.738,2.5646,3.515,Walking
-13.454,0.45742,3.4306,Walking
-16.121,-0.5001,1.5655,Walking
-13.208,0.78788,-1.087,Walking
-9.027,1.3482,-2.4366,Walking
-8.6969,-1.0128,-2.3648,Walking
-11.36,-2.2013,-0.32443,Walking
-11.846,-2.1484,-0.035462,Walking
-10.721,-0.33744,-0.20932,Walking
-9.463,0.92705,-0.14814,Walking
-8.7376,2.0313,0.2565,Walking
-7.5848,1.9653,0.93477,Walking
-6.6061,1.0113,1.3542,Walking
-6.3661,0.6279,1.5512,Walking
-5.9501,0.53744,1.9221,Walking
-5.9787,0.95681,2.3808,Walking
-6.354,0.52615,1.6368,Walking
-6.8464,-0.10499,0.62213,Walking
-7.9703,0.031375,1.0134,Walking
-9.1188,-0.11971,1.8419,Walking
-9.7805,-0.36874,1.8405,Walking
-10.112,-0.46855,2.3999,Walking
-10.452,-0.61188,3.2607,Walking
-11.34,-0.18816,3.4357,Walking
-12.715,0.42148,3.7221,Walking
-12.545,0.46787,3.2947,Walking
-11.943,0.18689,3.7116,Walking
-10.818,-0.00087198,3.4104,Walking
-12.196,0.70505,2.1477,Walking
-13.908,0.45699,0.99902,Walking
-13.385,0.04971,0.83605,Walking
-10.422,0.36821,-0.77739,Walking
-8.1302,0.95226,-2.3459,Walking
-8.5142,3.4898,-0.92802,Walking
-9.7692,3.611,0.8513,Walking
-10.568,1.1427,0.41863,Walking
-10.782,-0.78977,-0.49213,Walking
-10.133,-1.4455,0.069909,Walking
-9.1235,-0.89483,0.56157,Walking
-7.8763,-0.1219,1.2838,Walking
-7.5144,-0.038394,1.3755,Walking
-6.9443,-0.26092,0.96599,Walking
-5.7523,0.24244,1.3166,Walking
-5.7814,0.18213,1.2585,Walking
-6.9447,0.76824,1.0797,Walking
-6.8073,0.97271,0.97175,Walking
-7.5763,1.0381,1.7461,Walking
-8.7202,1.6679,2.2659,Walking
-9.2961,1.6719,2.2978,Walking
-10.006,1.3325,2.1936,Walking
-10.73,1.1568,1.8725,Walking
-12.01,1.0154,2.6072,Walking
-13.271,0.9322,2.5997,Walking
-12.605,1.9519,2.302,Walking
-11.726,2.4539,2.484,Walking
-10.237,1.7687,2.7908,Walking
-12.491,-1.1938,1.8399,Walking
-13.656,-0.5398,0.93037,Walking
-11.38,0.31017,-0.98261,Walking
-9.4335,0.96762,-2.155,Walking
-9.0358,-0.2325,-2.9578,Walking
-10.422,-1.1068,-0.75224,Walking
-11.072,-1.9657,-0.35586,Walking
-10.957,-0.65475,-0.027348,Walking
-10.753,0.80031,0.12466,Walking
-10.429,1.7696,0.48558,Walking
-8.6971,2.0276,0.66669,Walking
-7.7746,1.3583,0.83804,Walking
-6.9523,0.64391,1.3843,Walking
-6.4994,-0.28329,1.6271,Walking
-6.2705,-0.10944,1.6428,Walking
-5.9776,-0.11071,1.0532,Walking
-6.5119,-0.16451,0.84835,Walking
-7.2309,-0.071722,0.95144,Walking
-8.0127,0.1284,1.3695,Walking
-9.0189,-0.063623,1.3837,Walking
-9.8065,-0.079484,2.1823,Walking
-10.184,0.10849,2.1992,Walking
-11.157,0.28336,2.9308,Walking
-12.31,0.8576,2.9403,Walking
-12.12,0.45392,3.0935,Walking
-12.011,-0.47733,3.3991,Walking
-11.288,-0.751,3.2061,Walking
-11.703,0.28286,2.436,Walking
-14.914,0.76977,1.0377,Walking
-14.0,0.010977,0.053619,Walking
-10.965,-0.24915,-1.2014,Walking
-8.6284,0.61393,-1.3342,Walking
-8.7353,2.4212,-1.361,Walking
-9.049,3.9672,0.29389,Walking
-10.086,2.2961,0.71191,Walking
-10.31,-0.65375,-0.49042,Walking
-10.189,-1.1667,0.42131,Walking
-9.5057,-0.47111,1.2418,Walking
-8.4518,-0.13911,1.4191,Walking
-7.7477,0.0089991,1.4534,Walking
-7.2007,-0.06543,1.3625,Walking
-7.0913,0.02092,0.91767,Walking
-6.9341,0.2423,1.1586,Walking
-7.257,0.72707,0.84438,Walking
-7.4618,0.86589,0.89898,Walking
-7.5943,0.92617,0.79914,Walking
-7.6087,1.143,2.3344,Walking
-8.3344,1.065,2.338,Walking
-9.1779,0.81468,2.2838,Walking
-10.136,0.24742,2.496,Walking
-11.597,0.55114,2.9864,Walking
-12.927,0.89506,2.6174,Walking
-12.64,1.7007,3.1531,Walking
-12.161,2.4946,3.0245,Walking
-12.495,1.5203,3.1474,Walking
-14.918,-0.068738,2.057,Walking
-14.201,-0.059677,0.85779,Walking
-10.761,1.1655,-1.053,Walking
-8.8745,0.29042,-2.5633,Walking
-9.1129,-1.4233,-1.1281,Walking
-10.218,-2.2183,-0.50491,Walking
-10.272,-2.0678,-0.45979,Walking
-10.013,-0.34015,-0.24114,Walking
-9.8319,1.1927,0.19155,Walking
-9.3457,2.1339,0.49731,Walking
-8.2416,1.4762,0.70128,Walking
-7.6314,1.2667,1.0508,Walking
-7.1939,0.60627,1.8756,Walking
-6.7534,0.29436,2.1949,Walking
-6.7033,0.31599,2.1021,Walking
-6.9961,0.81367,1.5364,Walking
-7.3193,0.31067,2.0174,Walking
-7.581,-0.74907,1.6694,Walking
-7.7798,-1.4143,1.3253,Walking
-8.4394,-0.75754,1.6581,Walking
-9.389,-0.75168,2.1429,Walking
-10.119,-0.6014,2.5459,Walking
-11.648,0.074202,3.154,Walking
-12.443,0.4118,3.9529,Walking
-12.4,-0.18898,3.4672,Walking
-12.18,-0.59508,3.8938,Walking
-11.285,-1.4181,4.2618,Walking
-12.156,-0.26591,3.3234,Walking
-14.093,-0.4073,2.3949,Walking
-13.224,-0.94189,1.1679,Walking
-10.764,-0.16788,-1.0467,Walking
-8.0956,0.73993,-1.2808,Walking
-7.1023,2.086,-1.5596,Walking
-8.9985,2.9572,-0.68122,Walking
-10.702,1.7455,0.60972,Walking
-11.36,0.33822,0.27254,Walking
-10.741,-0.31494,0.5506,Walking
-9.9076,-0.076603,1.7931,Walking
-8.6732,0.32774,1.9874,Walking
-8.1707,0.45291,2.0934,Walking
-7.4828,-0.102,1.7066,Walking
-6.6901,-0.34259,1.306,Walking
-6.6909,-0.30223,1.3096,Walking
-6.4926,-0.1168,1.1474,Walking
-6.5206,0.27104,0.71913,Walking
-6.7043,0.86967,1.2783,Walking
-7.061,1.0279,1.2609,Walking
-8.1374,1.3128,1.9918,Walking
-9.0534,1.6596,2.7599,Walking
-9.9706,1.0566,2.5477,Walking
-11.024,1.1962,2.6866,Walking
-12.375,1.0888,2.9822,Walking
-13.905,0.81664,3.4209,Walking
-13.104,1.6518,3.5381,Walking
-11.715,2.3936,3.4681,Walking
-11.026,1.8094,2.9839,Walking
-13.175,0.16187,1.9514,Walking
-13.707,-0.0067061,2.1152,Walking
-11.186,0.18722,-0.61473,Walking
-8.3723,0.43399,-2.2767,Walking
-8.0057,-0.72418,-2.2546,Walking
-10.101,-1.5308,-0.45356,Walking
-10.925,-1.7319,0.64413,Walking
-11.03,-0.51809,0.37442,Walking
-10.558,1.1325,0.43876,Walking
-9.6471,2.0512,0.38461,Walking
-8.9615,1.6082,0.92369,Walking
-7.2169,1.2494,1.1756,Walking
-6.7872,0.47094,1.674,Walking
-6.3551,0.077469,2.0596,Walking
-6.0194,-0.042168,1.2278,Walking
-6.3467,0.16145,0.74085,Walking
-6.5715,0.29386,1.4159,Walking
-7.4181,-0.3096,2.33,Walking
-8.4764,-0.92653,2.3587,Walking
-9.0951,-0.80173,2.391,Walking
-9.3928,-0.56008,2.1706,Walking
-10.596,-0.49011,2.0506,Walking
-12.481,0.31555,3.4389,Walking
-13.427,0.64859,3.5321,Walking
-12.777,-0.52893,3.7524,Walking
-12.43,-1.2151,4.0275,Walking
-11.693,-0.711,3.8518,Walking
-13.999,0.44588,2.0191,Walking
-14.251,0.40951,2.3737,Walking
-11.691,0.19132,-0.51962,Walking
-9.2505,0.40335,-2.1111,Walking
-8.6353,1.462,-2.3105,Walking
-8.9538,2.7385,-0.98511,Walking
-10.52,2.2713,0.73074,Walking
-10.263,0.50708,0.64564,Walking
-9.8163,-0.6012,-0.20148,Walking
-9.0515,-0.96128,0.20822,Walking
-8.7789,-0.44924,0.79115,Walking
-7.4359,-0.4273,0.95102,Walking
-7.2411,-0.57243,1.5169,Walking
-6.2217,-0.53165,1.489,Walking
-6.3574,-0.31414,0.81383,Walking
-7.0105,0.022358,0.85464,Walking
-7.1509,0.47509,0.89539,Walking
-7.1729,0.56223,1.2506,Walking
-7.7442,0.84635,1.5604,Walking
-7.9766,1.3547,2.0061,Walking
-9.0975,1.3392,2.4363,Walking
-9.7424,0.75815,3.3314,Walking
-10.441,0.31081,2.9227,Walking
-11.086,0.75188,2.615,Walking
-12.549,1.1664,3.1366,Walking
-12.693,2.3181,3.9771,Walking
-12.38,2.3267,3.4305,Walking
-11.615,1.987,3.8209,Walking
-10.822,1.2117,3.3617,Walking
-10.876,-0.12014,3.1576,Walking
-13.5,-0.26408,1.7973,Walking
-10.977,0.36675,-0.17752,Walking
-8.9745,0.2397,-2.6416,Walking
-8.7244,-1.152,-2.6195,Walking
-10.625,-1.581,0.0050741,Walking
-11.922,-1.356,1.4569,Walking
-11.505,0.0021592,0.40019,Walking
-10.41,1.3038,-0.38792,Walking
-9.903,1.7139,0.52267,Walking
-8.5698,1.2189,0.85707,Walking
-7.2352,0.65138,1.3639,Walking
-6.6235,0.36641,1.1803,Walking
-6.1164,0.26645,1.5819,Walking
-6.2385,0.81261,1.3889,Walking
-6.9973,1.3804,1.4295,Walking
-7.1069,0.8012,1.6616,Walking
-7.1161,-0.25728,2.4505,Walking
-7.9344,-0.75428,1.8374,Walking
-8.6738,-0.65318,2.0991,Walking
-9.6896,-0.36709,1.767,Walking
-10.556,0.042115,2.4038,Walking
-11.98,0.49149,3.5179,Walking
-13.06,0.48752,3.8439,Walking
-12.131,-0.54255,3.7406,Walking
-11.943,-0.81127,3.527,Walking
-11.278,0.26397,3.7395,Walking
-14.147,0.77786,0.99632,Walking
-14.426,0.60245,2.0963,Walking
-11.815,0.33084,-0.45443,Walking
-9.0003,0.52149,-1.5531,Walking
-8.4065,2.1436,-1.5544,Walking
-9.1239,3.1623,-0.10486,Walking
-10.178,2.3333,-0.074213,Walking
-9.5944,0.93289,0.14712,Walking
-9.9337,0.21991,0.39874,Walking
-9.6803,-0.83133,0.72518,Walking
-8.2758,-0.34939,1.4107,Walking
-7.5054,0.015521,1.0435,Walking
-7.0359,-0.2261,1.4323,Walking
-6.8262,-0.10353,1.5065,Walking
-6.7555,0.40188,1.5414,Walking
-6.1404,0.45207,1.1775,Walking
-6.148,0.33174,1.0825,Walking
-7.0147,0.22994,1.3049,Walking
-8.1567,0.25721,1.4758,Walking
-9.3217,0.43059,2.1651,Walking
-9.7478,1.0241,1.9869,Walking
-10.399,1.256,2.3867,Walking
-11.982,1.6182,3.9772,Walking
-13.822,1.6863,4.4149,Walking
-13.807,2.4492,3.9046,Walking
-13.021,2.5636,3.3465,Walking
-11.649,2.1233,3.2964,Walking
-13.682,0.2428,2.4429,Walking
-14.525,0.48667,1.4543,Walking
-11.532,1.3547,-1.5518,Walking
-9.3582,1.7462,-3.1692,Walking
-8.876,-0.64246,-3.2157,Walking
-10.14,-2.0702,-1.1021,Walking
-11.322,-2.0879,-0.51422,Walking
-10.474,-1.0708,-0.35953,Walking
-9.6064,0.014618,-0.96711,Walking
-9.4394,1.2613,-0.2128,Walking
-9.1864,1.2391,0.23783,Walking
-8.4415,1.3677,0.23889,Walking
-7.251,1.4386,0.40316,Walking
-6.5859,1.0119,1.3121,Walking
-7.0583,0.38802,2.6244,Walking
-6.8891,0.0084277,2.3692,Walking
-6.5063,-0.44241,1.3707,Walking
-7.0729,0.10857,1.2624,Walking
-6.758,0.020359,1.3071,Walking
-7.5425,-0.1459,1.9974,Walking
-8.441,-0.17412,1.9001,Walking
-9.236,-0.31872,1.4239,Walking
-9.6169,0.038154,1.7192,Walking
-10.44,0.25826,2.118,Walking
-12.022,0.61753,2.9924,Walking
-12.878,-0.042476,3.4909,Walking
-12.477,-0.40493,3.7741,Walking
-11.805,-0.67385,3.0551,Walking
-10.848,0.50458,3.3401,Walking
-13.897,2.4176,0.91232,Walking
-14.821,0.6641,2.6071,Walking
-11.483,-0.092646,-1.2083,Walking
-8.6076,0.076427,-2.1089,Walking
-7.9966,1.3439,-1.9843,Walking
-9.3623,2.9631,-0.61754,Walking
-10.85,2.5788,1.9795,Walking
-10.357,0.67602,0.82926,Walking
-9.8439,-1.7463,-0.87295,Walking
-9.3429,-1.0348,1.2121,Walking
-8.3045,-0.42915,1.2772,Walking
-7.3435,-0.49997,1.2392,Walking
-6.8435,-0.25024,1.0091,Walking
-6.6454,-0.054098,0.7846,Walking
-6.3163,0.16091,0.82501,Walking
-6.6836,0.34258,0.47294,Walking
-7.0962,0.76967,0.78506,Walking
-7.5944,0.93247,1.1787,Walking
-8.487,1.6222,2.0197,Walking
-9.4136,1.4876,2.4286,Walking
-10.079,0.90849,2.1028,Walking
-10.4,0.79606,1.9138,Walking
-11.454,0.46468,2.6839,Walking
-12.948,-0.080283,3.1612,Walking
-13.242,0.97717,3.1827,Walking
-12.427,2.1504,2.8356,Walking
-10.72,2.1765,2.9433,Walking
-11.1,0.44509,2.9769,Walking
-14.911,0.07462,1.8699,Walking
-11.668,-0.4165,-0.3217,Walking
-9.176,0.71947,-2.3352,Walking
-8.7562,-0.067813,-2.9851,Walking
-10.417,-0.84342,-0.82328,Walking
-11.349,-1.7314,0.17049,Walking
-11.369,-1.2593,0.4235,Walking
-11.139,0.36545,0.80131,Walking
-9.8526,1.215,0.97251,Walking
-8.1623,1.044,0.56765,Walking
-7.3178,0.73855,0.64542,Walking
-6.4021,0.40688,1.3945,Walking
-5.8493,-0.46549,1.3055,Walking
-5.8936,-0.27134,1.0387,Walking
-6.101,-0.0011439,1.0841,Walking
-6.6742,-0.12966,1.241,Walking
-7.6704,-0.31622,1.7294,Walking
-8.9913,0.57612,2.0834,Walking
-9.572,-0.1871,2.0674,Walking
-10.089,-0.5991,2.3461,Walking
-10.59,-0.30776,3.0144,Walking
-11.696,0.47424,3.5058,Walking
-12.588,0.11505,4.1893,Walking
-12.196,-0.82672,3.8098,Walking
-11.456,-0.92572,3.3377,Walking
-11.254,0.56507,3.9561,Walking
-13.708,1.5493,2.0658,Walking
-12.73,0.15422,1.1402,Walking
-10.953,0.15339,-1.0388,Walking
-9.3306,0.36797,-1.6827,Walking
-9.6838,1.8676,-1.4951,Walking
-10.697,3.014,0.029151,Walking
-10.831,2.1316,0.255,Walking
-10.108,0.34937,-0.60014,Walking
-10.723,-0.72295,-0.044013,Walking
-10.036,-0.70264,0.6315,Walking
-8.8924,-0.33147,1.0228,Walking
-7.0847,0.1957,1.6281,Walking
-6.5796,0.18992,1.7013,Walking
-6.2812,-0.079478,1.6665,Walking
-6.3751,0.06592,1.1744,Walking
-6.4471,0.13154,0.60131,Walking
-7.0943,0.67508,1.1555,Walking
-7.4718,0.86148,1.3302,Walking
-7.908,1.4598,1.6682,Walking
-8.8011,1.6711,1.8662,Walking
-9.8439,1.2842,2.1366,Walking
-10.61,0.68621,1.5775,Walking
-11.43,0.80426,2.0829,Walking
-12.444,1.005,3.2168,Walking
-12.852,1.1745,3.032,Walking
-12.628,2.1162,3.022,Walking
-13.529,2.2196,2.8945,Walking
-14.537,1.581,2.1107,Walking
-13.659,1.1126,0.33171,Walking
-10.781,1.6679,-0.80778,Walking
-8.8433,0.24816,-2.3461,Walking
-8.9212,-1.4139,-1.8746,Walking
-10.254,-1.9552,-0.59702,Walking
-10.738,-1.4909,-0.02892,Walking
-9.9339,-0.27365,-0.75094,Walking
-9.4178,0.68614,-0.25404,Walking
-9.1517,1.5237,0.095027,Walking
-8.9745,1.2507,0.30203,Walking
-8.1994,0.87923,0.84755,Walking
-7.5448,0.47326,0.6847,Walking
-6.8964,0.37714,0.84447,Walking
-6.3384,0.25099,0.88575,Walking
-6.4029,0.95257,1.3699,Walking
-6.5769,0.56282,0.77697,Walking
-6.8747,0.30051,1.4586,Walking
-7.4691,-0.28004,1.3432,Walking
-7.8529,-0.28272,1.2272,Walking
-8.322,-0.56525,1.7386,Walking
-9.2521,-0.5284,2.1735,Walking
-10.387,0.16428,2.4779,Walking
-11.384,1.0159,3.1862,Walking
-12.1,0.44193,3.3029,Walking
-12.356,0.10087,3.8196,Walking
